"Accepted_name_species","Native_status","Island","Presence_Absence"
"Melicope_lydgatei","native","H",0
"Melicope_macropus","native","H",0
"Melicope_makahae","native","H",0
"Melicope_molokaiensis","native","H",0
"Melicope_mucronulata","native","H",0
"Melicope_munroi","native","H",0
"Melicope_nealae","native","H",0
"Melicope_oahuensis","native","H",0
"Melicope_orbicularis","native","H",0
"Melicope_ovalis","native","H",0
"Melicope_ovata","native","H",0
"Melicope_pallida","native","H",0
"Melicope_paniculata","native","H",0
"Melicope_peduncularis","native","H",0
"Melicope_pseudoanisata","native","H",1
"Melicope_puberula","native","H",0
"Melicope_quadrangularis","native","H",0
"Melicope_radiata","native","H",1
"Melicope_reflexa","native","H",0
"Melicope_rotundifolia","native","H",0
"Melicope_saintjohnii","native","H",0
"Melicope_sandwicensis","native","H",0
"Melicope_sessilis","native","H",0
"Melicope_volcanica","native","H",1
"Melicope_waialealae","native","H",0
"Melicope_wailauensis","native","H",0
"Melicope_wawraeana","native","H",0
"Melicope_zahlbruckneri","native","H",1
"Melochia_umbellata","exotic","H",1
"Metrosideros_kermadecensis","exotic","H",0
"Metrosideros_macropus","native","H",0
"Metrosideros_polymorpha","native","H",1
"Metrosideros_rugosa","native","H",0
"Metrosideros_tremuloides","native","H",0
"Metrosideros_waialealae","native","H",0
"Miconia_calvescens","exotic","H",1
"Montanoa_hibiscifolia","exotic","H",1
"Morella_cerifera","exotic","H",1
"Morella_faya","exotic","H",1
"Morinda_citrifolia","exotic","H",1
"Morinda_trimera","native","H",0
"Morus_alba","exotic","H",1
"Mucuna_gigantea","native","H",1
"Murraya_paniculata","exotic","H",0
"Myoporum_sandwicense","native","H",1
"Myrsine_alyxifolia","native","H",0
"Myrsine_degeneri","native","H",0
"Myrsine_denticulata","native","H",0
"Myrsine_fernseei","native","H",0
"Myrsine_helleri","native","H",0
"Myrsine_juddii","native","H",0
"Myrsine_kauaiensis","native","H",0
"Myrsine_knudsenii","native","H",0
"Myrsine_lanaiensis","native","H",1
"Myrsine_lessertiana","native","H",1
"Myrsine_linearifolia","native","H",0
"Myrsine_mezii","native","H",0
"Myrsine_petiolata","native","H",0
"Myrsine_pukooensis","native","H",0
"Myrsine_punctata","native","H",0
"Myrsine_sandwicensis","native","H",1
"Myrsine_vaccinioides","native","H",0
"Myrsine_wawraea","native","H",0
"Neraudia_angulata","native","H",0
"Neraudia_kauaiensis","native","H",0
"Neraudia_melastomifolia","native","H",0
"Neraudia_ovata","native","H",1
"Neraudia_sericea","native","H",0
"Nerium_oleander","exotic","H",1
"Nestegis_sandwicensis","native","H",1
"Nicotiana_glauca","exotic","H",1
"Noronhia_emarginata","exotic","H",0
"Nothocestrum_breviflorum","native","H",1
"Nothocestrum_latifolium","native","H",0
"Nothocestrum_longifolium","native","H",1
"Nothocestrum_peltatum","native","H",0
"Nototrichium_divaricatum","native","H",0
"Nototrichium_humile","native","H",0
"Nototrichium_sandwicense","native","H",1
"Ochna_serrulata","exotic","H",1
"Ochna_thomasiana","exotic","H",0
"Ochrosia_compta","native","H",0
"Ochrosia_haleakalae","native","H",1
"Ochrosia_kauaiensis","native","H",0
"Ochrosia_kilaueaensis","native","H",1
"Odontonema_cuspidatum","exotic","H",1
"Olea_europaea","exotic","H",1
"Opuntia_cochenillifera","exotic","H",0
"Opuntia_ficus-indica","exotic","H",1
"Opuntia_monacantha","exotic","H",0
"Osteomeles_anthyllidifolia","native","H",1
"Oxyspora_paniculata","exotic","H",0
"Pandanus_tectorius","native","H",1
"Paraserianthes_lophantha","exotic","H",0
"Parkinsonia_aculeata","exotic","H",0
"Passiflora_edulis","exotic","H",1
"Passiflora_foetida","exotic","H",1
"Passiflora_laurifolia","exotic","H",1
"Passiflora_ligularis","exotic","H",1
"Passiflora_manicata","exotic","H",0
"Passiflora_tarminiana","exotic","H",1
"Passiflora_vitifolia","exotic","H",0
"Paulownia_tomentosa","exotic","H",1
"Pelea_elliptica","native","H",0
"Peltophorum_pterocarpum","exotic","H",0
"Pentas_lanceolata","exotic","H",1
"Pereskia_aculeata","exotic","H",1
"Perrottetia_sandwicensis","native","H",1
"Persea_americana","exotic","H",1
"Philadelphus_karwinskyanus","exotic","H",0
"Phoenix_×intermedia","exotic","H",0
"Photinia_davidiana","exotic","H",1
"Phyllanthus_acidus","exotic","H",1
"Phyllanthus_distichus","native","H",0
"Phyllanthus_reticulatus","exotic","H",1
"Phyllostachys_aurea","exotic","H",0
"Phyllostachys_nigra","exotic","H",0
"Phyllostegia_ambigua","native","H",1
"Phyllostegia_brevidens","native","H",1
"Phyllostegia_electra","native","H",0
"Phyllostegia_grandiflora","native","H",0
"Phyllostegia_hirsuta","native","H",0
"Phyllostegia_lantanoides","native","H",0
"Phyllostegia_renovans","native","H",0
"Phyllostegia_stachyoides","native","H",1
"Phyllostegia_warshaueri","native","H",1
"Phytolacca_dioica","exotic","H",0
"Pimenta_dioica","exotic","H",1
"Pimenta_racemosa","exotic","H",0
"Pinanga_coronata","exotic","H",1
"Piper_aduncum","exotic","H",0
"Piper_auritum","exotic","H",1
"Piper_methysticum","exotic","H",1
"Pipturus_albidus","native","H",1
"Pipturus_forbesii","native","H",0
"Pipturus_kauaiensis","native","H",0
"Pipturus_ruber","native","H",0
"Piscidia_piscipula","exotic","H",0
"Pisonia_brunoniana","native","H",1
"Pisonia_sandwicensis","native","H",1
"Pisonia_umbellifera","native","H",1
"Pisonia_wagneriana","native","H",0
"Pithecellobium_dulce","exotic","H",1
"Pittosporum_argentifolium","native","H",0
"Pittosporum_confertiflorum","native","H",1
"Pittosporum_flocculosum","native","H",0
"Pittosporum_gayanum","native","H",0
"Pittosporum_glabrum","native","H",0
"Pittosporum_halophylum","native","H",0
"Pittosporum_hawaiiense","native","H",1
"Pittosporum_hosmeri","native","H",1
"Pittosporum_kauaiense","native","H",0
"Pittosporum_napaliense","native","H",0
"Pittosporum_pentandrum","exotic","H",1
"Pittosporum_terminalioides","native","H",1
"Pittosporum_undulatum","exotic","H",1
"Pittosporum_viridiflorum","exotic","H",1
"Planchonella_sandwicensis","native","H",1
"Plantago_princeps","native","H",1
"Platydesma_cornuta","native","H",0
"Platydesma_remyi","native","H",1
"Platydesma_rostrata","native","H",0
"Platydesma_spathulatum","native","H",1
"Pluchea_carolinensis","exotic","H",1
"Pluchea_indica","exotic","H",1
"Plumbago_auriculata","exotic","H",0
"Plumbago_zeylanica","native","H",1
"Podranea_ricasoliana","exotic","H",1
"Polygala_lancifolia","exotic","H",0
"Polyscias_bisattenuata","native","H",0
"Polyscias_flynnii","native","H",0
"Polyscias_gymnocarpa","native","H",0
"Polyscias_hawaiensis","native","H",1
"Polyscias_kavaiensis","native","H",1
"Polyscias_lydgatei","native","H",0
"Polyscias_oahuensis","native","H",1
"Polyscias_racemosa","native","H",0
"Polyscias_sandwicensis","native","H",1
"Polyscias_waialealae","native","H",0
"Polyscias_waimeae","native","H",0
"Pritchardia_arecina","native","H",0
"Pritchardia_bakeri","native","H",0
"Pritchardia_beccariana","native","H",1
"Pritchardia_flynnii","native","H",0
"Pritchardia_forbesiana","native","H",0
"Pritchardia_glabrata","native","H",0
"Pritchardia_gordonii","native","H",1
"Pritchardia_hardyi","native","H",0
"Pritchardia_hillebrandii","native","H",0
"Pritchardia_kaalae","native","H",0
"Pritchardia_lanigera","native","H",1
"Pritchardia_lowreyana","native","H",0
"Pritchardia_maideniana","native","H",1
"Pritchardia_martii","native","H",0
"Pritchardia_minor","native","H",0
"Pritchardia_munroi","native","H",0
"Pritchardia_napaliensis","native","H",0
"Pritchardia_perlmanii","native","H",0
"Pritchardia_remota","native","H",0
"Pritchardia_schattaueri","native","H",1
"Pritchardia_viscosa","native","H",0
"Pritchardia_waialealeana","native","H",0
"Pritchardia_woodii","native","H",0
"Prosopis_juliflora","exotic","H",0
"Prosopis_pallida","exotic","H",1
"Prunus_campanulata","exotic","H",0
"Prunus_grisea","exotic","H",0
"Prunus_persica","exotic","H",0
"Psidium_cattleianum","exotic","H",1
"Psidium_guajava","exotic","H",1
"Psychotria_fauriei","native","H",0
"Psychotria_grandiflora","native","H",0
"Psychotria_greenwelliae","native","H",0
"Psychotria_hathewayi","native","H",0
"Psychotria_hawaiiensis","native","H",1
"Psychotria_hexandra","native","H",0
"Psychotria_hobdyi","native","H",0
"Psychotria_kaduana","native","H",0
"Psychotria_mariniana","native","H",0
"Psychotria_mauiensis","native","H",1
"Psychotria_wawrae","native","H",0
"Psydrax_odorata","native","H",1
"Pteralyxia_kauaiensis","native","H",0
"Pteralyxia_laurifolia","native","H",0
"Pterolepis_glomerata","exotic","H",1
"Ptychosperma_macarthurii","exotic","H",0
"Pyracantha_angustifolia","exotic","H",1
"Pyracantha_crenatoserrata","exotic","H",1
"Pyracantha_koidzumii","exotic","H",1
"Pyrostegia_venusta","exotic","H",0
"Quercus_suber","exotic","H",1
"Rapanea_fosbergii","native","H",0
"Rauvolfia_sandwicensis","native","H",1
"Rauvolfia_vomitoria","exotic","H",1
"Remya_kauaiensis","native","H",0
"Remya_mauiensis","native","H",0
"Remya_montgomeryi","native","H",0
"Rhizophora_mangle","exotic","H",1
"Rhodomyrtus_tomentosa","exotic","H",1
"Rhus_sandwicensis","native","H",1
"Rhus_taitensis","exotic","H",0
"Ricinus_communis","exotic","H",1
"Rosa_×damascena","exotic","H",1
"Rosa_laevigata","exotic","H",1
"Roystonea_regia","exotic","H",0
"Rubus_argutus","exotic","H",1
"Rubus_ellipticus","exotic","H",1
"Rubus_glaucus","exotic","H",0
"Rubus_hawaiensis","native","H",1
"Rubus_macraei","native","H",1
"Rubus_niveus","exotic","H",1
"Rubus_praecox","exotic","H",0
"Rubus_rosifolius","exotic","H",1
"Rubus_sieboldii","exotic","H",1
"Rumex_giganteus","native","H",1
"Rumex_skottsbergii","native","H",1
"Ruta_graveolens","exotic","H",0
"Sambucus_canadensis","exotic","H",1
"Sanchezia_speciosa","exotic","H",1
"Sandoricum_koetjape","exotic","H",0
"Santalum_album","exotic","H",0
"Santalum_ellipticum","native","H",1
"Santalum_freycinetianum","native","H",0
"Santalum_haleakalae","native","H",0
"Santalum_involutum","native","H",0
"Santalum_paniculatum","native","H",1
"Santalum_pyrularium","native","H",0
"Sapindus_oahuensis","native","H",0
"Sapindus_saponaria","native","H",1
"Scaevola_chamissoniana","native","H",1
"Scaevola_gaudichaudiana","native","H",0
"Scaevola_gaudichaudii","native","H",1
"Scaevola_glabra","native","H",0
"Scaevola_hobdyi","native","H",0
"Scaevola_kilaueae","native","H",1
"Scaevola_mollis","native","H",0
"Scaevola_procera","native","H",0
"Scaevola_taccada","native","H",1
"Schefflera_actinophylla","exotic","H",1
"Schefflera_arboricola","exotic","H",1
"Schefflera_heptaphylla","exotic","H",0
"Schefflera_insularum","exotic","H",0
"Schiedea_adamantis","native","H",0
"Schiedea_apokremnos","native","H",0
"Schiedea_attenuata","native","H",0
"Schiedea_haleakalensis","native","H",0
"Schiedea_implexa","native","H",0
"Schiedea_kaalae","native","H",0
"Schiedea_kauaiensis","native","H",0
"Schiedea_kealiae","native","H",0
"Schiedea_laui","native","H",0
"Schiedea_lydgatei","native","H",0
"Schiedea_mannii","native","H",0
"Schiedea_nuttallii","native","H",0
"Schiedea_salicaria","native","H",0
"Schinus_molle","exotic","H",1
"Schinus_terebinthifolia","exotic","H",1
"Schizostachyum_glaucifolium","exotic","H",1
"Selenicereus_macdonaldiae","exotic","H",0
"Senna_alata","exotic","H",1
"Senna_didymobotrya","exotic","H",0
"Senna_gaudichaudii","native","H",1
"Senna_multijuga","exotic","H",0
"Senna_pendula","exotic","H",1
"Senna_septemtrionalis","exotic","H",1
"Senna_siamea","exotic","H",0
"Senna_spectabilis","exotic","H",0
"Senna_surattensis","exotic","H",0
"Serissa_japonica","exotic","H",1
"Sesbania_sesban","exotic","H",0
"Sesbania_tomentosa","native","H",1
"Sida_fallax","native","H",1
"Sidastrum_micranthum","exotic","H",1
"Sidastrum_paniculatum","exotic","H",1
"Sida_urens","exotic","H",1
"Sideroxylon_persimile","exotic","H",0
"Sideroxylon_polynesicum","native","H",1
"Silene_hawaiiensis","native","H",1
"Silene_struthioloides","native","H",1
"Smilax_melastomifolia","native","H",1
"Solanum_aviculare","exotic","H",0
"Solanum_capsicoides","exotic","H",1
"Solanum_incompletum","native","H",1
"Solanum_linnaeanum","exotic","H",1
"Solanum_mauritianum","exotic","H",0
"Solanum_nelsonii","native","H",1
"Solanum_pseudocapsicum","exotic","H",1
"Solanum_robustum","exotic","H",0
"Solanum_sandwicense","native","H",0
"Solanum_seaforthianum","exotic","H",1
"Solanum_torvum","exotic","H",1
"Solanum_viride","exotic","H",0
"Sophora_chrysophylla","native","H",1
"Sophora_tomentosa","exotic","H",1
"Spartium_junceum","exotic","H",0
"Spathodea_campanulata","exotic","H",1
"Stachytarpheta_cayennensis","exotic","H",1
"Stenogyne_rugosa","native","H",1
"Stenogyne_viridis","native","H",0
"Sterculia_apetala","exotic","H",0
"Sterculia_foetida","exotic","H",0
"Streblus_sandwicensis","native","H",1
"Streptosolen_jamesonii","exotic","H",1
"Stylosanthes_scabra","exotic","H",1
"Swietenia_macrophylla","exotic","H",0
"Syagrus_romanzoffiana","exotic","H",0
"Syncarpia_glomulifera","exotic","H",0
"Syzygium_cumini","exotic","H",1
"Syzygium_grande","exotic","H",0
"Syzygium_jambos","exotic","H",1
"Syzygium_malaccense","exotic","H",1
"Syzygium_sandwicense","native","H",0
"Syzygium_syzygioides","exotic","H",0
"Tabebuia_aurea","exotic","H",0
"Tabebuia_heterophylla","exotic","H",1
"Tabebuia_pallida","exotic","H",0
"Tabebuia_rosea","exotic","H",0
"Tabernaemontana_litoralis","exotic","H",1
"Talipariti_tiliaceum","native","H",1
"Tamarindus_indica","exotic","H",0
"Tarlmounia_elliptica","exotic","H",0
"Tecoma_castanifolia","exotic","H",0
"Tecoma_stans","exotic","H",0
"Tephrosia_candida","exotic","H",0
"Terminalia_catappa","exotic","H",1
"Terminalia_melanocarpa","exotic","H",1
"Terminalia_myriocarpa","exotic","H",1
"Tetramolopium_arenarium","native","H",1
"Tetramolopium_capillare","native","H",0
"Tetramolopium_consanguineum","native","H",1
"Tetramolopium_conyzoides","native","H",1
"Tetramolopium_filiforme","native","H",0
"Tetramolopium_humile","native","H",1
"Tetramolopium_lepidotum","native","H",0
"Tetramolopium_remyi","native","H",0
"Tetramolopium_rockii","native","H",0
"Tetramolopium_sylvae","native","H",0
"Tetramolopium_tenerrimum","native","H",0
"Tetrapanax_papyrifer","exotic","H",1
"Tetrastigma_pubinerve","exotic","H",0
"Tetrazygia_bicolor","exotic","H",1
"Thespesia_populnea","native","H",1
"Thunbergia_grandiflora","exotic","H",1
"Thunbergia_laurifolia","exotic","H",1
"Tibouchina_granulosa","exotic","H",0
"Tibouchina_longifolia","exotic","H",1
"Tibouchina_urvilleana","exotic","H",1
"Toona_ciliata","exotic","H",1
"Touchardia_latifolia","native","H",1
"Tournefortia_argentea","exotic","H",1
"Trema_orientalis","exotic","H",1
"Trematolobelia_auriculata","native","H",0
"Trematolobelia_grandifolia","native","H",1
"Trematolobelia_kaalae","native","H",0
"Trematolobelia_kauaiensis","native","H",0
"Trematolobelia_macrostachys","native","H",0
"Trematolobelia_rockii","native","H",0
"Trematolobelia_singularis","native","H",0
"Trematolobelia_wimmeri","native","H",1
"Trembleya_phlogiformis","exotic","H",0
"Triphasia_trifolia","exotic","H",0
"Triplaris_weigeltiana","exotic","H",0
"Triumfetta_semitriloba","exotic","H",1
"Ulex_europaeus","exotic","H",1
"Urena_lobata","exotic","H",0
"Urera_glabra","native","H",1
"Urera_kaalae","native","H",0
"Vaccinium_calycinum","native","H",1
"Vaccinium_dentatum","native","H",1
"Vaccinium_reticulatum","native","H",1
"Vernicia_montana","exotic","H",1
"Veronica_speciosa","exotic","H",1
"Viola_chamissoniana","native","H",0
"Viola_helenae","native","H",0
"Viola_oahuensis","native","H",0
"Viola_wailenalenae","native","H",0
"Vitex_parviflora","exotic","H",0
"Vitex_trifolia","exotic","H",1
"Volkameria_glabra","exotic","H",0
"Waltheria_indica","native","H",1
"Washingtonia_filifera","exotic","H",0
"Washingtonia_robusta","exotic","H",0
"Wikstroemia_bicornuta","native","H",0
"Wikstroemia_forbesii","native","H",0
"Wikstroemia_furcata","native","H",0
"Wikstroemia_hanalei","native","H",0
"Wikstroemia_monticola","native","H",0
"Wikstroemia_oahuensis","native","H",0
"Wikstroemia_phillyreifolia","native","H",1
"Wikstroemia_pulcherrima","native","H",1
"Wikstroemia_sandwicensis","native","H",1
"Wikstroemia_skottsbergiana","native","H",0
"Wikstroemia_uva-ursi","native","H",0
"Wikstroemia_villosa","native","H",0
"Wilkesia_gymnoxiphium","native","H",0
"Wilkesia_hobdyi","native","H",0
"Xylosma_crenata","native","H",0
"Xylosma_hawaiensis","native","H",1
"Zanthoxylum_dipetalum","native","H",1
"Zanthoxylum_hawaiiense","native","H",1
"Zanthoxylum_kauaense","native","H",1
"Zanthoxylum_oahuense","native","H",0
"Abrus_precatorius","exotic","K",1
"Abutilon_auritum","exotic","K",0
"Abutilon_eremitopetalum","native","K",0
"Abutilon_grandifolium","exotic","K",1
"Abutilon_menziesii","native","K",0
"Abutilon_sandwicense","native","K",0
"Acacia_aneura","exotic","K",0
"Acacia_catechu","exotic","K",0
"Acacia_confusa","exotic","K",1
"Acacia_farnesiana","exotic","K",1
"Acacia_koa","native","K",1
"Acacia_koaia","native","K",1
"Acacia_mangium","exotic","K",1
"Acacia_mearnsii","exotic","K",1
"Acacia_melanoxylon","exotic","K",1
"Acacia_parramattensis","exotic","K",0
"Acanthocereus_tetragonus","exotic","K",1
"Achyranthes_mutica","native","K",1
"Achyranthes_splendens","native","K",0
"Adenanthera_pavonina","exotic","K",1
"Ageratina_riparia","exotic","K",1
"Ailanthus_altissima","exotic","K",1
"Albizia_chinensis","exotic","K",0
"Albizia_lebbeck","exotic","K",1
"Albizia_moluccana","exotic","K",1
"Albizia_niopoides","exotic","K",0
"Albizia_saman","exotic","K",1
"Albizia_saponaria","exotic","K",1
"Alectryon_macrococcum","native","K",1
"Aleurites_moluccanus","exotic","K",1
"Alnus_nepalensis","exotic","K",0
"Alphitonia_excelsa","exotic","K",0
"Alphitonia_ponderosa","native","K",1
"Alsinidendron_obovatum","native","K",0
"Alsinidendron_trinerve","native","K",0
"Alsinidendron_viscosum","native","K",1
"Alstonia_macrophylla","exotic","K",0
"Alyxia_stellata","native","K",1
"Angophora_costata","exotic","K",0
"Annona_cherimola","exotic","K",0
"Annona_muricata","exotic","K",0
"Antidesma_platyphyllum","native","K",1
"Antidesma_pulvinatum","native","K",0
"Antigonon_leptopus","exotic","K",1
"Archontophoenix_alexandrae","exotic","K",0
"Ardisia_crenata","exotic","K",1
"Ardisia_elliptica","exotic","K",1
"Arenga_pinnata","exotic","K",0
"Argyroxiphium_caliginis","native","K",0
"Argyroxiphium_grayanum","native","K",0
"Argyroxiphium_kauense","native","K",0
"Argyroxiphium_sandwicense","native","K",0
"Argyroxiphium_virescens","native","K",0
"Aristolochia_littoralis","exotic","K",1
"Artabotrys_hexapetalus","exotic","K",0
"Artemisia_australis","native","K",1
"Artemisia_kauaiensis","native","K",1
"Artemisia_mauiensis","native","K",0
"Artocarpus_heterophyllus","exotic","K",0
"Atractocarpus_fitzalanii","exotic","K",0
"Atriplex_canescens","exotic","K",0
"Atriplex_lentiformis","exotic","K",0
"Atriplex_semibaccata","exotic","K",1
"Azadirachta_indica","exotic","K",0
"Banksia_integrifolia","exotic","K",0
"Barleria_cristata","exotic","K",1
"Bastardia_viscosa","exotic","K",0
"Batis_maritima","exotic","K",1
"Bauhinia_glauca","exotic","K",0
"Bauhinia_monandra","exotic","K",0
"Bidens_menziesii","native","K",0
"Bischofia_javanica","exotic","K",0
